timestamp,production_kg_h,compressor_kw,chiller_kw,boiler_kw,other_kw,total_kw,chiller_cop,energy_intensity_kwh_kg
2026-08-21 02:00:00,988.1,165.2,179.1,109.2,154.1,607.7,4.39,0.615
2026-08-21 03:00:00,982.6,157.3,178.8,107.7,145.2,589.0,4.32,0.599
2026-08-21 04:00:00,984.4,152.1,178.9,117.7,135.4,584.0,4.49,0.593
2026-08-21 05:00:00,985.0,149.0,177.5,111.8,149.4,587.6,4.47,0.597
2026-08-21 06:00:00,1044.6,157.1,189.2,114.0,141.1,601.4,4.27,0.576
2026-08-21 07:00:00,1215.0,162.9,200.5,111.7,160.1,635.1,4.19,0.523
2026-08-21 08:00:00,1210.6,158.4,194.8,111.3,145.0,609.4,4.16,0.503
2026-08-21 09:00:00,1199.1,176.3,183.3,115.1,127.1,601.8,4.45,0.502
2026-08-21 10:00:00,1248.0,176.9,195.5,116.9,147.9,637.1,4.21,0.511
2026-08-21 11:00:00,1264.7,173.7,196.3,109.2,160.6,639.8,4.12,0.506
2026-08-21 12:00:00,1219.7,159.4,206.1,114.8,157.6,637.9,3.95,0.523
2026-08-21 13:00:00,1192.5,168.8,187.4,114.9,159.6,630.8,4.47,0.529
2026-08-21 14:00:00,1191.2,167.4,192.7,113.9,136.8,610.9,4.26,0.513
2026-08-21 15:00:00,1240.7,168.5,204.9,112.8,152.3,638.5,3.9,0.515
2026-08-21 16:00:00,1241.7,173.4,198.6,113.9,139.2,625.1,4.03,0.503
2026-08-21 17:00:00,1232.2,169.3,198.8,115.1,146.8,629.9,4.27,0.511
2026-08-21 18:00:00,1187.3,167.9,194.8,115.0,134.8,612.6,4.19,0.516
2026-08-21 19:00:00,1216.0,168.5,196.8,117.8,139.8,623.0,4.12,0.512
2026-08-21 20:00:00,1209.0,166.5,198.6,119.5,139.6,624.2,4.11,0.516
2026-08-21 21:00:00,1209.5,153.7,190.5,114.1,152.2,610.4,4.19,0.505
2026-08-21 22:00:00,1229.2,165.8,199.3,113.9,151.4,630.5,4.24,0.513
2026-08-21 23:00:00,943.2,149.1,177.8,110.3,147.2,584.5,4.35,0.62
2026-08-22 00:00:00,955.8,145.3,186.5,111.3,134.2,577.3,4.31,0.604
2026-08-22 01:00:00,930.9,162.0,184.5,106.5,142.5,595.5,4.23,0.64
2026-08-22 02:00:00,935.0,162.5,180.3,111.5,139.0,593.4,4.43,0.635
2026-08-22 03:00:00,943.3,160.6,183.2,112.5,152.0,608.3,4.28,0.645
2026-08-22 04:00:00,866.5,150.5,177.1,111.8,154.4,593.9,4.41,0.685
2026-08-22 05:00:00,902.5,158.7,175.7,114.7,153.5,602.5,4.46,0.668
2026-08-22 06:00:00,893.4,150.3,178.5,103.9,139.0,571.6,4.38,0.64
2026-08-22 07:00:00,1143.7,162.7,183.0,113.6,123.1,582.4,4.45,0.509
2026-08-22 08:00:00,1152.5,155.3,190.0,113.9,130.9,590.0,4.26,0.512
2026-08-22 09:00:00,1210.6,166.9,184.1,114.9,156.4,622.2,4.6,0.514
2026-08-22 10:00:00,1124.1,160.9,189.8,110.5,141.8,603.1,4.18,0.537
2026-08-22 11:00:00,1184.4,155.5,181.9,108.7,139.0,585.1,4.48,0.494
2026-08-22 12:00:00,1087.8,158.6,181.0,112.6,158.1,610.4,4.42,0.561
2026-08-22 13:00:00,1131.1,160.4,181.6,110.2,155.1,607.4,4.48,0.537
2026-08-22 14:00:00,1144.8,172.3,191.2,114.0,145.2,622.7,4.21,0.544
2026-08-22 15:00:00,1156.0,167.4,186.0,110.7,142.7,606.8,4.39,0.525
2026-08-22 16:00:00,1156.7,162.1,182.7,109.5,143.9,598.2,4.43,0.517
2026-08-22 17:00:00,1156.1,163.5,185.5,114.8,146.8,610.7,4.25,0.528
2026-08-22 18:00:00,1112.7,160.3,170.3,113.4,157.8,601.8,4.68,0.541
2026-08-22 19:00:00,1105.4,158.5,179.6,115.0,148.4,601.5,4.38,0.544
2026-08-22 20:00:00,1148.4,155.2,190.6,122.5,150.8,619.1,4.12,0.539
2026-08-22 21:00:00,1108.7,159.0,179.2,113.8,154.4,606.4,4.49,0.547
2026-08-22 22:00:00,1067.8,153.6,176.7,113.6,135.6,579.6,4.54,0.543
2026-08-22 23:00:00,810.0,138.9,169.4,100.9,151.0,560.3,4.51,0.692
2026-08-23 00:00:00,814.8,149.7,170.5,100.2,142.6,563.1,4.49,0.691
2026-08-23 01:00:00,862.0,151.1,157.0,112.9,124.9,545.9,4.63,0.633
2026-08-23 02:00:00,847.3,137.4,157.3,102.5,128.0,525.2,4.65,0.62
2026-08-23 03:00:00,864.3,148.2,166.6,102.4,136.9,554.0,4.73,0.641
2026-08-23 04:00:00,823.3,153.0,159.8,105.4,149.2,567.5,4.61,0.689
2026-08-23 05:00:00,842.1,154.2,169.8,105.7,145.9,575.7,4.53,0.684
2026-08-23 06:00:00,856.9,154.7,161.5,102.8,146.5,565.5,4.62,0.66
2026-08-23 07:00:00,1082.8,159.0,160.5,110.9,160.6,591.0,4.88,0.546
2026-08-23 08:00:00,1108.5,154.8,164.0,117.6,134.8,571.3,4.77,0.515
2026-08-23 09:00:00,1068.4,151.6,154.5,108.5,144.8,559.3,5.04,0.524
2026-08-23 10:00:00,1078.2,160.6,166.7,106.4,147.4,581.1,4.75,0.539
2026-08-23 11:00:00,1077.0,160.7,166.1,115.7,139.1,581.7,4.71,0.54
2026-08-23 12:00:00,1048.2,164.9,163.3,113.2,145.2,586.5,4.7,0.56
2026-08-23 13:00:00,1107.0,166.4,172.1,110.2,132.2,580.9,4.66,0.525
2026-08-23 14:00:00,1073.7,157.5,170.9,105.5,156.3,590.2,4.54,0.55
2026-08-23 15:00:00,1090.9,151.6,164.0,109.3,139.5,564.4,4.84,0.517
2026-08-23 16:00:00,1107.9,157.9,154.1,112.5,161.3,585.8,5.2,0.529
2026-08-23 17:00:00,1107.5,161.1,167.2,117.4,144.7,590.4,4.85,0.533
2026-08-23 18:00:00,1116.2,159.0,166.6,108.8,153.2,587.6,4.82,0.526
2026-08-23 19:00:00,1090.6,155.6,163.8,111.9,144.6,575.9,4.8,0.528
2026-08-23 20:00:00,1080.7,160.1,166.2,114.7,144.8,585.9,4.59,0.542
2026-08-23 21:00:00,1094.3,156.2,155.4,102.8,140.3,554.8,4.89,0.507
2026-08-23 22:00:00,1039.8,153.0,168.8,115.1,146.0,583.0,4.76,0.561
2026-08-23 23:00:00,790.2,147.4,144.7,100.0,147.5,539.7,4.93,0.683
2026-08-24 00:00:00,796.8,143.4,153.0,106.2,138.7,541.4,4.76,0.68
2026-08-24 01:00:00,810.5,147.9,140.8,106.2,144.0,539.0,5.09,0.665
2026-08-24 02:00:00,861.9,150.4,146.0,110.9,140.1,547.4,4.94,0.635
2026-08-24 03:00:00,818.9,140.0,156.3,107.7,163.4,567.3,4.67,0.693
2026-08-24 04:00:00,840.2,144.9,147.7,96.5,144.3,533.4,4.97,0.635
2026-08-24 05:00:00,901.9,159.2,155.0,104.4,157.4,576.0,4.79,0.639
2026-08-24 06:00:00,847.1,141.1,149.7,106.7,143.4,541.0,4.87,0.639
2026-08-24 07:00:00,1148.6,149.0,158.2,112.9,147.1,567.2,4.91,0.494
2026-08-24 08:00:00,1093.4,148.0,163.4,114.2,134.4,560.1,4.86,0.512
2026-08-24 09:00:00,1122.4,160.7,156.1,116.2,141.4,574.4,4.99,0.512
2026-08-24 10:00:00,1099.9,159.7,147.4,114.9,146.7,568.7,5.17,0.517
2026-08-24 11:00:00,1124.9,159.9,152.9,112.3,157.7,582.8,5.12,0.518
2026-08-24 12:00:00,1169.9,169.9,161.1,106.9,146.8,584.7,4.92,0.5
2026-08-24 13:00:00,1083.7,142.7,157.2,110.3,156.1,566.2,4.93,0.522
2026-08-24 14:00:00,1163.2,164.7,150.0,115.7,150.1,580.6,5.2,0.499
2026-08-24 15:00:00,1160.2,171.6,154.1,109.6,158.0,593.3,5.13,0.511
2026-08-24 16:00:00,1134.9,154.3,153.8,115.9,144.5,568.6,5.05,0.501
2026-08-24 17:00:00,1109.0,157.6,154.0,116.4,164.1,592.1,5.05,0.534
2026-08-24 18:00:00,1166.0,158.0,150.9,114.7,141.1,564.7,5.09,0.484
2026-08-24 19:00:00,1148.9,156.3,154.1,101.5,138.9,550.8,5.0,0.479
2026-08-24 20:00:00,1179.4,161.1,154.8,109.4,135.3,560.6,5.14,0.475
2026-08-24 21:00:00,1175.8,171.5,162.2,121.9,163.6,619.3,4.94,0.527
2026-08-24 22:00:00,1234.9,176.6,164.6,113.7,151.6,606.5,4.94,0.491
2026-08-24 23:00:00,914.2,149.1,148.8,99.9,142.3,540.2,5.03,0.591
2026-08-25 00:00:00,890.4,161.5,146.9,112.2,155.0,575.6,5.03,0.647
2026-08-25 01:00:00,936.0,152.3,151.4,108.5,150.5,562.7,5.02,0.601
2026-08-25 02:00:00,940.9,162.9,147.1,112.9,160.7,583.6,5.14,0.62
2026-08-25 03:00:00,984.2,153.7,147.2,110.7,132.6,544.3,5.17,0.553
2026-08-25 04:00:00,969.1,154.4,148.0,111.1,142.9,556.4,5.06,0.574
2026-08-25 05:00:00,955.5,155.2,149.4,110.3,141.3,556.3,5.13,0.582
2026-08-25 06:00:00,997.2,173.9,148.6,112.7,129.2,564.5,5.09,0.566
2026-08-25 07:00:00,1167.2,167.6,161.6,123.3,153.5,606.0,4.97,0.519
2026-08-25 08:00:00,1189.2,159.3,165.6,118.6,142.8,586.3,4.87,0.493
2026-08-25 09:00:00,1181.7,169.0,154.2,108.2,150.9,582.4,5.11,0.493
2026-08-25 10:00:00,1202.8,162.0,163.5,116.9,163.9,606.2,4.84,0.504
2026-08-25 11:00:00,1170.5,159.7,161.6,118.8,142.2,582.4,4.97,0.498
2026-08-25 12:00:00,1243.0,171.4,167.5,120.9,141.6,601.4,5.07,0.484
2026-08-25 13:00:00,1214.8,164.9,165.3,113.7,145.9,589.8,4.84,0.485
2026-08-25 14:00:00,1172.7,164.4,157.2,119.0,152.9,593.5,5.02,0.506
2026-08-25 15:00:00,1190.1,163.6,159.3,118.5,140.5,581.9,4.95,0.489
2026-08-25 16:00:00,1237.9,167.7,168.1,126.2,140.0,602.0,4.79,0.486
2026-08-25 17:00:00,1257.3,169.1,174.4,113.4,153.5,610.4,4.83,0.485
2026-08-25 18:00:00,1298.7,156.8,160.2,115.4,148.0,580.5,5.0,0.447
2026-08-25 19:00:00,1331.4,173.9,174.8,117.1,128.6,594.4,4.71,0.446
2026-08-25 20:00:00,1244.3,160.1,176.7,114.1,135.2,586.1,4.51,0.471
2026-08-25 21:00:00,1195.4,155.1,168.9,111.3,157.0,592.4,4.72,0.496
2026-08-25 22:00:00,1155.3,161.6,171.7,102.8,148.2,584.4,4.55,0.506
2026-08-25 23:00:00,979.1,154.6,160.0,107.7,138.9,561.2,4.86,0.573
2026-08-26 00:00:00,940.8,148.2,162.3,110.0,143.6,564.1,4.95,0.6
2026-08-26 01:00:00,954.0,157.9,156.0,106.9,145.1,565.9,4.85,0.593
2026-08-26 02:00:00,946.3,144.5,152.8,116.4,150.9,564.6,4.81,0.597
2026-08-26 03:00:00,961.7,150.8,170.5,109.1,134.1,564.6,4.63,0.587
2026-08-26 04:00:00,1002.6,151.6,163.1,115.2,138.3,568.2,4.7,0.567
2026-08-26 05:00:00,969.3,153.3,165.3,110.3,147.2,576.1,4.78,0.594
2026-08-26 06:00:00,956.6,154.7,161.0,112.2,144.2,572.1,4.74,0.598
2026-08-26 07:00:00,1184.0,157.2,169.5,115.7,149.6,592.1,4.7,0.5
2026-08-26 08:00:00,1159.5,166.5,175.6,119.5,135.2,596.8,4.59,0.515
2026-08-26 09:00:00,1198.9,164.3,175.0,115.2,147.9,602.3,4.71,0.502
2026-08-26 10:00:00,1211.6,153.2,181.7,117.3,153.7,605.9,4.49,0.5
2026-08-26 11:00:00,1272.8,155.5,184.9,118.3,148.9,607.6,4.44,0.477
2026-08-26 12:00:00,1212.7,164.5,182.9,114.2,146.1,607.7,4.46,0.501
2026-08-26 13:00:00,1239.6,164.5,184.2,117.6,144.2,610.5,4.37,0.492
2026-08-26 14:00:00,1184.7,162.7,189.7,123.6,138.3,614.2,4.34,0.518
2026-08-26 15:00:00,1157.6,161.9,176.2,112.9,144.4,595.4,4.44,0.514
2026-08-26 16:00:00,1162.0,163.6,182.1,115.7,155.1,616.6,4.42,0.531
2026-08-26 17:00:00,1167.0,168.2,188.9,119.2,144.0,620.4,4.37,0.532
2026-08-26 18:00:00,1263.3,160.2,193.6,121.1,137.9,612.9,4.3,0.485
2026-08-26 19:00:00,1156.5,155.0,177.1,114.0,141.1,587.2,4.61,0.508
2026-08-26 20:00:00,1210.9,157.9,185.2,105.7,146.6,595.5,4.42,0.492
2026-08-26 21:00:00,1146.3,163.3,192.0,115.7,142.0,613.0,4.32,0.535
2026-08-26 22:00:00,1206.7,171.8,190.4,106.3,148.9,617.4,4.38,0.512
2026-08-26 23:00:00,923.7,149.0,179.6,114.0,149.2,591.7,4.36,0.641
2026-08-27 00:00:00,900.9,135.5,177.3,108.2,152.1,573.1,4.44,0.636
2026-08-27 01:00:00,901.1,140.3,177.0,111.5,156.4,585.2,4.43,0.649
2026-08-27 02:00:00,875.7,144.4,180.0,103.3,153.0,580.7,4.25,0.663
2026-08-27 03:00:00,910.4,147.6,179.0,101.5,137.5,565.7,4.22,0.621
2026-08-27 04:00:00,874.9,146.9,179.3,107.9,137.8,571.9,4.33,0.654
2026-08-27 05:00:00,844.1,148.2,179.3,106.0,144.4,577.9,4.32,0.685
2026-08-27 06:00:00,838.5,145.9,175.8,104.0,141.4,567.0,4.43,0.676
2026-08-27 07:00:00,1145.5,167.8,193.0,114.0,135.9,610.7,4.13,0.533
2026-08-27 08:00:00,1191.1,159.5,206.9,125.8,141.5,633.7,3.86,0.532
2026-08-27 09:00:00,1137.8,156.0,181.9,116.8,141.2,595.9,4.48,0.524
2026-08-27 10:00:00,1124.5,163.5,192.3,117.3,139.6,612.7,4.2,0.545
2026-08-27 11:00:00,1135.2,151.9,187.5,116.8,142.5,598.6,4.16,0.527
2026-08-27 12:00:00,1167.6,164.9,195.6,120.1,154.4,635.1,4.19,0.544
2026-08-27 13:00:00,1126.4,161.3,191.8,112.4,146.6,612.1,4.07,0.543
2026-08-27 14:00:00,1101.3,158.7,194.7,104.3,164.8,622.5,4.05,0.565
2026-08-27 15:00:00,1151.4,171.3,198.7,113.0,146.4,629.4,4.19,0.547
2026-08-27 16:00:00,1124.9,156.9,193.0,116.4,142.7,609.0,4.33,0.541
2026-08-27 17:00:00,1161.0,174.6,199.1,110.1,145.0,628.9,3.98,0.542
2026-08-27 18:00:00,1111.2,158.7,180.1,112.1,147.1,597.9,4.44,0.538
2026-08-27 19:00:00,1059.6,150.0,198.0,108.7,148.5,605.2,4.03,0.571
2026-08-27 20:00:00,1052.5,157.8,191.7,117.3,161.6,628.4,4.3,0.597
2026-08-27 21:00:00,1156.2,155.6,198.9,116.9,138.2,609.6,4.04,0.527
2026-08-27 22:00:00,1157.0,157.6,187.4,116.5,151.9,613.3,4.3,0.53
2026-08-27 23:00:00,828.8,149.7,177.8,108.2,146.7,582.3,4.42,0.703
2026-08-28 00:00:00,820.3,150.2,182.3,105.4,132.4,570.3,4.16,0.695
2026-08-28 01:00:00,883.7,146.0,183.5,107.9,151.2,588.6,4.27,0.666
2026-08-28 02:00:00,792.9,151.6,181.7,100.1,155.1,588.5,4.06,0.742
2026-08-28 03:00:00,799.6,152.9,185.8,96.2,138.1,573.1,4.08,0.717
2026-08-28 04:00:00,852.9,157.0,173.2,106.9,144.9,582.0,4.28,0.682
2026-08-28 05:00:00,816.3,149.9,185.3,106.7,131.2,573.1,4.03,0.702
2026-08-28 06:00:00,829.8,155.5,180.7,110.6,134.9,581.7,4.3,0.701
2026-08-28 07:00:00,1084.4,147.5,188.2,118.4,153.4,607.5,4.26,0.56
2026-08-28 08:00:00,1102.3,157.7,182.2,118.8,141.3,600.0,4.38,0.544
2026-08-28 09:00:00,1140.3,156.1,193.0,109.5,136.1,594.8,4.14,0.522
2026-08-28 10:00:00,1095.0,160.0,176.5,111.0,146.8,594.3,4.51,0.543
2026-08-28 11:00:00,1115.3,156.8,192.1,114.8,140.8,604.5,4.22,0.542
2026-08-28 12:00:00,1022.2,155.0,177.7,120.7,141.2,594.6,4.53,0.582
2026-08-28 13:00:00,1093.6,170.5,187.5,118.3,150.9,627.1,4.07,0.573
2026-08-28 14:00:00,1067.4,157.0,185.2,116.2,135.7,594.1,4.25,0.557
2026-08-28 15:00:00,1056.1,160.0,190.7,109.9,137.8,598.3,4.2,0.567
2026-08-28 16:00:00,1070.0,156.8,183.9,108.2,146.2,595.1,4.34,0.556
2026-08-28 17:00:00,1091.2,159.6,181.5,115.4,152.8,609.3,4.45,0.558
2026-08-28 18:00:00,1137.2,161.2,183.5,109.0,154.9,608.7,4.43,0.535
2026-08-28 19:00:00,1061.3,160.4,189.2,110.6,139.7,599.9,4.2,0.565
2026-08-28 20:00:00,1111.4,167.0,186.6,112.3,152.5,618.4,4.28,0.556
2026-08-28 21:00:00,1096.2,169.2,180.8,118.8,138.7,607.6,4.41,0.554
2026-08-28 22:00:00,1104.7,161.6,181.2,111.2,159.6,613.6,4.52,0.555
2026-08-28 23:00:00,894.3,153.8,166.6,97.6,135.9,553.9,4.54,0.619
2026-08-29 00:00:00,881.3,142.8,175.2,109.0,155.6,582.6,4.39,0.661
2026-08-29 01:00:00,912.6,150.5,164.9,105.0,139.7,560.2,4.66,0.614
2026-08-29 02:00:00,863.8,154.5,175.0,106.8,161.1,597.4,4.51,0.692
2026-08-29 03:00:00,848.4,153.4,170.7,105.9,149.7,579.6,4.44,0.683
2026-08-29 04:00:00,868.5,150.4,181.9,105.6,136.9,574.8,4.31,0.662
2026-08-29 05:00:00,888.6,155.3,164.5,110.4,140.8,571.0,4.73,0.643
2026-08-29 06:00:00,890.0,153.0,168.8,101.1,151.2,574.1,4.54,0.645
2026-08-29 07:00:00,1109.7,167.1,185.2,110.7,153.4,616.5,4.33,0.556
2026-08-29 08:00:00,1154.7,163.7,183.0,116.6,144.4,607.7,4.4,0.526
2026-08-29 09:00:00,1163.3,160.2,173.1,111.6,145.4,590.3,4.64,0.507
2026-08-29 10:00:00,1247.4,168.1,179.9,109.7,151.1,608.9,4.64,0.488
2026-08-29 11:00:00,1228.8,147.7,177.4,118.4,146.1,589.6,4.63,0.48
2026-08-29 12:00:00,1137.1,163.5,174.9,117.9,134.7,590.9,4.62,0.52
2026-08-29 13:00:00,1160.8,140.3,170.0,113.8,138.5,562.7,4.63,0.485
2026-08-29 14:00:00,1123.5,150.2,171.0,105.2,146.9,573.4,4.6,0.51
2026-08-29 15:00:00,1157.8,164.8,164.0,116.8,154.7,600.3,5.03,0.518
2026-08-29 16:00:00,1193.2,166.6,173.1,108.2,157.9,605.8,4.67,0.508
2026-08-29 17:00:00,1228.0,158.3,175.2,116.9,151.2,601.7,4.6,0.49
2026-08-29 18:00:00,1163.9,158.1,168.8,110.5,147.3,584.8,4.87,0.502
2026-08-29 19:00:00,1170.0,170.9,161.4,109.6,151.0,592.9,4.95,0.507
2026-08-29 20:00:00,1121.1,157.5,172.0,111.3,139.7,580.5,4.7,0.518
2026-08-29 21:00:00,1193.8,177.2,170.8,114.1,143.8,605.8,4.72,0.507
2026-08-29 22:00:00,1165.5,162.4,163.7,111.6,138.4,576.1,4.84,0.494
2026-08-29 23:00:00,927.2,154.2,156.9,110.5,135.0,556.6,4.82,0.6
2026-08-30 00:00:00,917.9,161.0,149.8,106.2,147.7,564.7,4.87,0.615
2026-08-30 01:00:00,948.0,153.4,152.6,112.6,146.5,565.2,4.94,0.596
2026-08-30 02:00:00,892.3,144.1,152.5,108.4,150.5,555.6,4.93,0.623
2026-08-30 03:00:00,904.9,150.1,161.2,104.8,149.4,565.5,4.87,0.625
2026-08-30 04:00:00,1033.0,156.3,155.8,107.4,146.9,566.4,4.95,0.548
2026-08-30 05:00:00,915.5,143.0,157.5,101.3,149.5,551.3,4.62,0.602
2026-08-30 06:00:00,924.0,150.0,151.4,109.3,144.7,555.4,4.95,0.601
2026-08-30 07:00:00,1288.4,163.5,167.6,115.8,148.3,595.2,5.1,0.462
2026-08-30 08:00:00,1327.2,175.3,166.6,108.7,139.2,589.7,5.0,0.444
2026-08-30 09:00:00,1185.8,163.6,166.2,112.5,148.0,590.3,4.76,0.498
2026-08-30 10:00:00,1215.0,163.0,159.8,111.8,150.3,584.9,5.04,0.481
2026-08-30 11:00:00,1240.7,165.2,155.1,122.3,139.6,582.3,5.06,0.469
2026-08-30 12:00:00,1289.8,169.4,157.4,110.4,145.4,582.6,5.0,0.452
2026-08-30 13:00:00,1195.2,167.5,158.0,109.1,140.0,574.6,4.99,0.481
2026-08-30 14:00:00,1221.4,159.0,155.0,120.0,140.8,574.7,5.11,0.471
2026-08-30 15:00:00,1257.2,160.3,164.3,121.9,136.0,582.5,4.78,0.463
2026-08-30 16:00:00,1245.0,172.7,159.2,113.1,155.1,600.1,4.94,0.482
2026-08-30 17:00:00,1216.1,162.3,172.2,112.9,153.5,600.8,4.72,0.494
2026-08-30 18:00:00,1224.0,156.6,151.7,118.1,149.3,575.6,5.15,0.47
2026-08-30 19:00:00,1179.7,165.7,159.7,105.2,160.8,591.4,5.0,0.501
2026-08-30 20:00:00,1218.4,167.6,154.2,108.0,143.5,573.3,5.02,0.471
2026-08-30 21:00:00,1216.1,155.5,157.2,114.3,169.3,596.3,5.11,0.49
2026-08-30 22:00:00,1232.1,166.8,160.9,122.0,143.2,592.9,4.89,0.481
2026-08-30 23:00:00,942.8,156.8,138.4,106.8,147.0,549.1,5.2,0.582
2026-08-31 00:00:00,976.9,156.2,152.4,109.8,141.8,560.2,4.84,0.573
2026-08-31 01:00:00,993.8,158.5,161.3,114.4,148.0,582.2,4.7,0.586
2026-08-31 02:00:00,961.6,144.8,148.5,117.5,151.7,562.5,5.08,0.585
2026-08-31 03:00:00,966.0,155.5,152.3,106.8,144.1,558.6,5.1,0.578
2026-08-31 04:00:00,953.0,151.1,155.7,108.8,159.2,574.8,4.91,0.603
2026-08-31 05:00:00,948.4,149.8,149.8,116.0,146.9,562.5,5.05,0.593
2026-08-31 06:00:00,920.3,156.6,146.9,101.9,147.2,552.6,5.05,0.6
2026-08-31 07:00:00,1213.6,173.5,148.9,119.4,137.7,579.5,5.15,0.478
2026-08-31 08:00:00,1195.9,174.6,163.1,110.8,148.3,596.8,4.87,0.499
2026-08-31 09:00:00,1269.3,175.0,162.1,117.1,143.9,598.2,4.89,0.471
2026-08-31 10:00:00,1247.7,165.5,157.2,115.2,140.1,578.0,4.98,0.463
2026-08-31 11:00:00,1202.7,166.2,161.6,111.2,138.8,577.9,4.98,0.48
2026-08-31 12:00:00,1158.9,166.8,156.9,110.0,166.4,600.1,4.93,0.518
2026-08-31 13:00:00,1143.0,162.2,157.0,114.7,142.9,576.7,5.03,0.505
2026-08-31 14:00:00,1219.9,165.7,165.7,119.5,133.3,584.3,4.76,0.479
2026-08-31 15:00:00,1183.6,168.2,155.2,114.1,139.4,576.9,5.1,0.487
2026-08-31 16:00:00,1187.4,163.1,167.7,115.0,144.6,590.3,4.76,0.497
2026-08-31 17:00:00,1105.7,155.4,153.1,114.9,149.4,572.8,5.17,0.518
2026-08-31 18:00:00,1195.4,161.3,160.4,111.0,149.4,582.1,4.99,0.487
2026-08-31 19:00:00,1174.9,166.7,173.1,117.3,150.4,607.6,4.77,0.517
2026-08-31 20:00:00,1116.3,160.2,167.7,116.2,139.8,583.9,4.68,0.523
2026-08-31 21:00:00,1134.7,163.1,163.7,123.8,147.7,598.3,4.85,0.527
2026-08-31 22:00:00,1156.6,166.1,159.9,112.4,138.0,576.4,4.87,0.498
2026-08-31 23:00:00,885.4,147.6,153.1,105.3,140.0,546.0,4.85,0.617
2026-09-01 00:00:00,869.6,153.7,156.1,109.8,137.7,557.3,4.79,0.641
2026-09-01 01:00:00,872.5,151.5,156.7,110.1,135.5,553.8,4.74,0.635
2026-09-01 02:00:00,863.7,141.5,156.4,104.5,153.5,555.8,4.7,0.644
2026-09-01 03:00:00,874.3,158.0,157.8,105.2,150.5,571.5,4.66,0.654
2026-09-01 04:00:00,917.1,148.3,159.0,110.1,152.8,570.2,4.59,0.622
2026-09-01 05:00:00,772.4,134.8,148.5,101.0,145.3,529.7,4.82,0.686
2026-09-01 06:00:00,850.7,142.0,156.6,104.6,151.2,554.4,4.83,0.652
2026-09-01 07:00:00,1122.1,154.4,174.0,113.4,130.9,572.7,4.48,0.51
2026-09-01 08:00:00,1123.3,160.9,163.3,117.1,151.9,593.2,4.73,0.528
2026-09-01 09:00:00,1097.2,157.7,169.0,110.0,146.4,583.2,4.84,0.532
2026-09-01 10:00:00,1046.0,155.1,164.8,103.8,150.0,573.7,4.7,0.548
2026-09-01 11:00:00,1116.5,164.0,172.7,105.2,148.0,589.9,4.66,0.528
2026-09-01 12:00:00,1163.2,164.4,172.6,109.0,137.1,583.1,4.72,0.501
2026-09-01 13:00:00,1046.9,159.0,178.6,105.9,133.0,576.5,4.5,0.551
2026-09-01 14:00:00,1128.8,163.3,177.3,112.6,139.3,592.5,4.42,0.525
