date;soilm;flag;ori_flag
2001-01-13 03:00:00;0.28812;G;M
2001-01-13 06:00:00;0.28957;G;M
2001-01-13 09:00:00;0.28743;G;M
2001-01-13 12:00:00;0.28619;G;M
2001-01-13 15:00:00;0.28546;G;M
2001-01-13 18:00:00;0.28527;G;M
2001-01-13 21:00:00;0.28552;G;M
2001-01-14 00:00:00;0.28699;G;M
2001-01-14 03:00:00;0.28645;G;M
2001-01-14 06:00:00;0.28784;G;M
2001-01-14 09:00:00;0.28646;G;M
2001-01-14 12:00:00;0.28582;G;M
2001-01-14 15:00:00;0.28402;G;M
2001-01-14 18:00:00;0.28352;G;M
2001-01-14 21:00:00;0.28546;G;M
2001-01-15 00:00:00;0.28864;G;M
2001-01-15 03:00:00;0.29135;G;M
2001-01-15 06:00:00;0.29016;G;M
2001-01-15 09:00:00;0.28982;G;M
2001-01-15 12:00:00;0.28966;G;M
2001-01-15 15:00:00;0.28587;G;M
2001-01-15 18:00:00;0.28591;G;M
2001-01-15 21:00:00;0.28762;G;M
2001-01-16 00:00:00;0.28649;M;M
2001-01-16 03:00:00;0.28783;G;M
2001-01-16 06:00:00;0.28772;G;M
2001-01-16 09:00:00;0.28641;G;M
2001-01-16 12:00:00;0.28674;G;M
2001-01-16 15:00:00;0.28519;G;M
2001-01-16 18:00:00;0.28355;G;M
2001-01-16 21:00:00;0.28494;G;M
2001-01-17 00:00:00;0.28918;G;M
2001-01-17 03:00:00;0.28927;G;M
2001-01-17 06:00:00;0.28887;G;M
2001-01-17 09:00:00;0.28888;G;M
2001-01-17 12:00:00;0.28765;G;M
2001-01-17 15:00:00;0.28688;G;M
2001-01-17 18:00:00;0.28675;G;M
2001-01-17 21:00:00;0.28597;G;M
2001-01-18 00:00:00;0.28604;G;M
2001-01-18 03:00:00;0.2885;G;M
2001-01-18 06:00:00;0.28883;G;M
2001-01-18 09:00:00;0.28874;G;M
2001-01-18 12:00:00;0.28547;G;M
2001-01-18 15:00:00;0.28455;G;M
2001-01-18 18:00:00;0.28542;G;M
2001-01-18 21:00:00;0.28455;G;M
2001-01-19 00:00:00;0.28712;G;M
2001-01-19 03:00:00;0.28812;G;M
2001-01-19 06:00:00;0.28816;G;M
2001-01-19 09:00:00;0.28921;G;M
2001-01-19 12:00:00;0.28688;G;M
2001-01-19 15:00:00;0.28526;G;M
2001-01-19 18:00:00;0.28498;G;M
2001-01-19 21:00:00;0.28579;G;M
2001-01-20 00:00:00;0.29146;G;M
2001-01-20 03:00:00;0.29324;G;M
2001-01-20 06:00:00;0.29347;G;M
2001-01-20 09:00:00;0.29235;G;M
2001-01-20 12:00:00;0.29327;G;M
2001-01-20 15:00:00;0.29233;G;M
2001-01-20 18:00:00;0.29162;G;M
2001-01-20 21:00:00;0.29004;G;M
2001-01-21 00:00:00;0.28894;G;M
2001-01-21 03:00:00;0.29041;G;M
2001-01-21 06:00:00;0.29005;G;M
2001-01-21 09:00:00;0.29051;G;M
2001-01-21 12:00:00;0.28786;G;M
2001-01-21 15:00:00;0.28662;G;M
2001-01-21 18:00:00;0.28626;G;M
2001-01-21 21:00:00;0.28687;G;M
2001-01-22 00:00:00;0.28873;G;M
2001-01-22 03:00:00;0.2914;G;M
2001-01-22 06:00:00;0.29048;G;M
2001-01-22 09:00:00;0.29039;G;M
2001-01-22 12:00:00;0.28899;G;M
2001-01-22 15:00:00;0.28974;G;M
2001-01-22 18:00:00;0.28701;G;M
2001-01-22 21:00:00;0.28851;G;M
2001-01-23 00:00:00;0.28953;G;M
2001-01-23 03:00:00;0.28867;G;M
2001-01-23 06:00:00;0.28944;G;M
2001-01-23 09:00:00;0.28927;G;M
2001-01-23 12:00:00;0.28729;G;M
2001-01-23 15:00:00;0.28783;G;M
2001-01-23 18:00:00;0.2861;G;M
2001-01-23 21:00:00;0.28771;G;M
2001-01-24 00:00:00;0.28927;G;M
2001-01-24 03:00:00;0.29018;G;M
2001-01-24 06:00:00;0.29137;G;M
2001-01-24 09:00:00;0.28995;G;M
2001-01-24 12:00:00;0.28964;G;M
2001-01-24 15:00:00;0.28669;G;M
2001-01-24 18:00:00;0.28657;G;M
2001-01-24 21:00:00;0.28847;G;M
2001-01-25 00:00:00;0.28528;G;M
2001-01-25 03:00:00;0.28837;G;M
2001-01-25 06:00:00;0.28827;G;M
2001-01-25 09:00:00;0.28765;G;M
2001-01-25 12:00:00;0.28627;G;M
2001-01-25 15:00:00;0.2864;G;M
2001-01-25 18:00:00;0.28389;G;M
2001-01-25 21:00:00;0.28608;G;M
2001-01-26 00:00:00;0.28987;G;M
2001-01-26 03:00:00;0.29051;G;M
2001-01-26 06:00:00;0.29127;G;M
2001-01-26 09:00:00;0.2913;G;M
2001-01-26 12:00:00;0.28912;G;M
2001-01-26 15:00:00;0.2872;G;M
2001-01-26 18:00:00;0.28793;G;M
2001-01-26 21:00:00;0.28767;G;M
2001-01-27 00:00:00;0.28398;G;M
2001-01-27 03:00:00;0.28558;G;M
2001-01-27 06:00:00;0.28659;G;M
2001-01-27 09:00:00;0.28681;G;M
2001-01-27 12:00:00;0.28451;G;M
2001-01-27 15:00:00;0.28308;G;M
2001-01-27 18:00:00;0.28304;G;M
2001-01-27 21:00:00;0.2832;G;M
2001-01-28 00:00:00;0.28154;G;M
2001-01-28 03:00:00;0.28357;G;M
2001-01-28 06:00:00;0.28366;G;M
2001-01-28 09:00:00;0.28448;G;M
2001-01-28 12:00:00;0.28362;G;M
2001-01-28 15:00:00;0.2817;G;M
2001-01-28 18:00:00;0.2802;G;M
2001-01-28 21:00:00;0.28201;G;M
2001-01-29 00:00:00;0.28276;M;M
2001-01-29 03:00:00;0.28489;M;M
2001-01-29 06:00:00;0.2844;M;M
2001-01-29 09:00:00;0.28374;M;M
2001-01-29 12:00:00;0.28246;M;M
2001-01-29 15:00:00;0.28218;M;M
2001-01-29 18:00:00;0.28118;M;M
2001-01-29 21:00:00;0.28247;M;M
2001-01-30 00:00:00;0.2886;G;M
2001-01-30 03:00:00;0.29113;G;M
2001-01-30 06:00:00;0.29088;G;M
2001-01-30 09:00:00;0.29166;G;M
2001-01-30 12:00:00;0.29023;G;M
2001-01-30 15:00:00;0.28809;G;M
2001-01-30 18:00:00;0.28779;G;M
2001-01-30 21:00:00;0.28841;G;M
2001-01-31 00:00:00;0.28187;M;M
2001-01-31 03:00:00;0.28263;G;M
2001-01-31 06:00:00;0.28411;G;M
2001-01-31 09:00:00;0.28246;G;M
2001-01-31 12:00:00;0.2802;G;M
2001-01-31 15:00:00;0.28045;G;M
2001-01-31 18:00:00;0.27967;G;M
2001-01-31 21:00:00;0.28086;G;M
2001-02-01 00:00:00;0.28406;G;M
2001-02-01 03:00:00;0.28501;G;M
2001-02-01 06:00:00;0.28552;G;M
2001-02-01 09:00:00;0.28501;G;M
2001-02-01 12:00:00;0.28318;G;M
2001-02-01 15:00:00;0.28152;G;M
2001-02-01 18:00:00;0.28127;G;M
2001-02-01 21:00:00;0.28231;G;M
2001-02-02 00:00:00;0.28137;G;M
2001-02-02 03:00:00;0.28392;G;M
2001-02-02 06:00:00;0.28407;G;M
2001-02-02 09:00:00;0.28417;G;M
2001-02-02 12:00:00;0.28239;G;M
2001-02-02 15:00:00;0.28173;G;M
2001-02-02 18:00:00;0.281;G;M
2001-02-02 21:00:00;0.28259;G;M
2001-02-03 00:00:00;0.28481;G;M
2001-02-03 03:00:00;0.28615;G;M
2001-02-03 06:00:00;0.28687;G;M
2001-02-03 09:00:00;0.28505;G;M
2001-02-03 12:00:00;0.2843;G;M
2001-02-03 15:00:00;0.28478;G;M
2001-02-03 18:00:00;0.28361;G;M
2001-02-03 21:00:00;0.28384;G;M
2001-02-04 00:00:00;0.28104;G;M
2001-02-04 03:00:00;0.28143;G;M
2001-02-04 06:00:00;0.28191;G;M
2001-02-04 09:00:00;0.28135;G;M
2001-02-04 12:00:00;0.27904;G;M
2001-02-04 15:00:00;0.27967;G;M
2001-02-04 18:00:00;0.27836;G;M
2001-02-04 21:00:00;0.27895;G;M
2001-02-05 00:00:00;0.28129;G;M
2001-02-05 03:00:00;0.28235;G;M
2001-02-05 06:00:00;0.28175;G;M
2001-02-05 09:00:00;0.28291;G;M
2001-02-05 12:00:00;0.28305;G;M
2001-02-05 15:00:00;0.28095;G;M
2001-02-05 18:00:00;0.27952;G;M
2001-02-05 21:00:00;0.27961;G;M
2001-02-06 00:00:00;0.29463;G;M
2001-02-06 03:00:00;0.29615;G;M
2001-02-06 06:00:00;0.29633;G;M
2001-02-06 09:00:00;0.29647;G;M
2001-02-06 12:00:00;0.29395;G;M
2001-02-06 15:00:00;0.29409;G;M
2001-02-06 18:00:00;0.29292;G;M
2001-02-06 21:00:00;0.29296;G;M
2001-02-07 00:00:00;0.28929;G;M
2001-02-07 03:00:00;0.29101;G;M
2001-02-07 06:00:00;0.29182;G;M
2001-02-07 09:00:00;0.29081;G;M
2001-02-07 12:00:00;0.2899;G;M
2001-02-07 15:00:00;0.2899;G;M
2001-02-07 18:00:00;0.28654;G;M
2001-02-07 21:00:00;0.28681;G;M
2001-02-08 00:00:00;0.28279;G;M
2001-02-08 03:00:00;0.28332;G;M
2001-02-08 06:00:00;0.28461;G;M
2001-02-08 09:00:00;0.28287;G;M
2001-02-08 12:00:00;0.28282;G;M
2001-02-08 15:00:00;0.28237;G;M
2001-02-08 18:00:00;0.2817;G;M
2001-02-08 21:00:00;0.28068;G;M
2001-02-09 00:00:00;0.2848;G;M
2001-02-09 03:00:00;0.28691;G;M
2001-02-09 06:00:00;0.28809;G;M
2001-02-09 09:00:00;0.28562;G;M
2001-02-09 12:00:00;0.28442;G;M
2001-02-09 15:00:00;0.28453;G;M
2001-02-09 18:00:00;0.28296;G;M
2001-02-09 21:00:00;0.28302;G;M
2001-02-10 00:00:00;0.28382;G;M
2001-02-10 03:00:00;0.28318;G;M
2001-02-10 06:00:00;0.2844;G;M
2001-02-10 09:00:00;0.28503;G;M
2001-02-10 12:00:00;0.28264;G;M
2001-02-10 15:00:00;0.28235;G;M
2001-02-10 18:00:00;0.28042;G;M
2001-02-10 21:00:00;0.28235;G;M
2001-02-11 00:00:00;0.28472;G;M
2001-02-11 03:00:00;0.2868;G;M
2001-02-11 06:00:00;0.28602;G;M
2001-02-11 09:00:00;0.28542;G;M
2001-02-11 12:00:00;0.28433;G;M
2001-02-11 15:00:00;0.28385;G;M
2001-02-11 18:00:00;0.28207;G;M
2001-02-11 21:00:00;0.28302;G;M
2001-02-12 00:00:00;0.28894;G;M
2001-02-12 03:00:00;0.2894;G;M
2001-02-12 06:00:00;0.28989;G;M
2001-02-12 09:00:00;0.28849;G;M
2001-02-12 12:00:00;0.28818;G;M
2001-02-12 15:00:00;0.28549;G;M
2001-02-12 18:00:00;0.28473;G;M
2001-02-12 21:00:00;0.28565;G;M
2001-02-13 00:00:00;0.28104;G;M
2001-02-13 03:00:00;0.28144;G;M
2001-02-13 06:00:00;0.2812;G;M
2001-02-13 09:00:00;0.28107;G;M
2001-02-13 12:00:00;0.28036;G;M
2001-02-13 15:00:00;0.2796;G;M
2001-02-13 18:00:00;0.27711;G;M
2001-02-13 21:00:00;0.27971;G;M
2001-02-14 00:00:00;0.28975;G;M
2001-02-14 03:00:00;0.28988;G;M
2001-02-14 06:00:00;0.29062;G;M
2001-02-14 09:00:00;0.29071;G;M
2001-02-14 12:00:00;0.28889;G;M
2001-02-14 15:00:00;0.28792;G;M
2001-02-14 18:00:00;0.28655;G;M
2001-02-14 21:00:00;0.28655;G;M
2001-02-15 00:00:00;0.28441;M;M
2001-02-15 03:00:00;0.2841;G;M
2001-02-15 06:00:00;0.28467;G;M
2001-02-15 09:00:00;0.28434;G;M
2001-02-15 12:00:00;0.28365;G;M
2001-02-15 15:00:00;0.28209;G;M
2001-02-15 18:00:00;0.28019;G;M
2001-02-15 21:00:00;0.28136;G;M
2001-02-16 00:00:00;0.28068;M;M
2001-02-16 03:00:00;0.28244;M;M
2001-02-16 06:00:00;0.28202;M;M
2001-02-16 09:00:00;0.28218;M;M
2001-02-16 12:00:00;0.28079;M;M
2001-02-16 15:00:00;0.28033;M;M
2001-02-16 18:00:00;0.27701;M;M
2001-02-16 21:00:00;0.27942;M;M
2001-02-17 00:00:00;0.27793;G;M
2001-02-17 03:00:00;0.27944;G;M
2001-02-17 06:00:00;0.27948;G;M
2001-02-17 09:00:00;0.27838;G;M
2001-02-17 12:00:00;0.27816;G;M
2001-02-17 15:00:00;0.27668;G;M
2001-02-17 18:00:00;0.2753;G;M
2001-02-17 21:00:00;0.27546;G;M
2001-02-18 00:00:00;0.2807;G;M
2001-02-18 03:00:00;0.28097;G;M
2001-02-18 06:00:00;0.28256;G;M
2001-02-18 09:00:00;0.28264;G;M
2001-02-18 12:00:00;0.28045;G;M
2001-02-18 15:00:00;0.2792;G;M
2001-02-18 18:00:00;0.2786;G;M
2001-02-18 21:00:00;0.28001;G;M
2001-02-19 00:00:00;0.28417;G;M
2001-02-19 03:00:00;0.28452;G;M
2001-02-19 06:00:00;0.28551;G;M
2001-02-19 09:00:00;0.28449;G;M
2001-02-19 12:00:00;0.28284;G;M
2001-02-19 15:00:00;0.28245;G;M
2001-02-19 18:00:00;0.28133;G;M
2001-02-19 21:00:00;0.28132;G;M
2001-02-20 00:00:00;0.28824;G;M
2001-02-20 03:00:00;0.29126;G;M
2001-02-20 06:00:00;0.29041;G;M
2001-02-20 09:00:00;0.28978;G;M
2001-02-20 12:00:00;0.2891;G;M
2001-02-20 15:00:00;0.28853;G;M
2001-02-20 18:00:00;0.28628;G;M
2001-02-20 21:00:00;0.28846;G;M
2001-02-21 00:00:00;0.28713;G;M
2001-02-21 03:00:00;0.28728;G;M
2001-02-21 06:00:00;0.28786;G;M
2001-02-21 09:00:00;0.28801;G;M
2001-02-21 12:00:00;0.28821;G;M
2001-02-21 15:00:00;0.28541;G;M
2001-02-21 18:00:00;0.28582;G;M
2001-02-21 21:00:00;0.28625;G;M
2001-02-22 00:00:00;0.28976;G;M
2001-02-22 03:00:00;0.29215;G;M
2001-02-22 06:00:00;0.29337;G;M
2001-02-22 09:00:00;0.2918;G;M
2001-02-22 12:00:00;0.29173;G;M
2001-02-22 15:00:00;0.28885;G;M
2001-02-22 18:00:00;0.28805;G;M
2001-02-22 21:00:00;0.2893;G;M
2001-02-23 00:00:00;0.29245;G;M
2001-02-23 03:00:00;0.29299;G;M
2001-02-23 06:00:00;0.29443;G;M
2001-02-23 09:00:00;0.29218;G;M
2001-02-23 12:00:00;0.29158;G;M
2001-02-23 15:00:00;0.29167;G;M
2001-02-23 18:00:00;0.28847;G;M
2001-02-23 21:00:00;0.29093;G;M
2001-02-24 00:00:00;0.29093;G;M
2001-02-24 03:00:00;0.2923;G;M
2001-02-24 06:00:00;0.29312;G;M
2001-02-24 09:00:00;0.29179;G;M
2001-02-24 12:00:00;0.2922;G;M
2001-02-24 15:00:00;0.29068;G;M
2001-02-24 18:00:00;0.2906;G;M
2001-02-24 21:00:00;0.29039;G;M
2001-02-25 00:00:00;0.28415;G;M
2001-02-25 03:00:00;0.28654;G;M
2001-02-25 06:00:00;0.28567;G;M
2001-02-25 09:00:00;0.28544;G;M
2001-02-25 12:00:00;0.28628;G;M
2001-02-25 15:00:00;0.28429;G;M
2001-02-25 18:00:00;0.28332;G;M
2001-02-25 21:00:00;0.28458;G;M
2001-02-26 00:00:00;0.28419;G;M
2001-02-26 03:00:00;0.28608;G;M
2001-02-26 06:00:00;0.28563;G;M
2001-02-26 09:00:00;0.28544;G;M
2001-02-26 12:00:00;0.28446;G;M
2001-02-26 15:00:00;0.28417;G;M
2001-02-26 18:00:00;0.28211;G;M
2001-02-26 21:00:00;0.28387;G;M
2001-02-27 00:00:00;0.28714;G;M
2001-02-27 03:00:00;0.28718;G;M
2001-02-27 06:00:00;0.28759;G;M
2001-02-27 09:00:00;0.28793;G;M
2001-02-27 12:00:00;0.28789;G;M
2001-02-27 15:00:00;0.28605;G;M
2001-02-27 18:00:00;0.28662;G;M
2001-02-27 21:00:00;0.286;G;M
2001-02-28 00:00:00;0.28925;G;M
2001-02-28 03:00:00;0.28971;G;M
2001-02-28 06:00:00;0.28942;G;M
2001-02-28 09:00:00;0.29003;G;M
2001-02-28 12:00:00;0.28774;G;M
2001-02-28 15:00:00;0.286;G;M
2001-02-28 18:00:00;0.28593;G;M
2001-02-28 21:00:00;0.28671;G;M
2001-03-01 00:00:00;0.28284;G;M
2001-03-01 03:00:00;0.28454;G;M
2001-03-01 06:00:00;0.28489;G;M
2001-03-01 09:00:00;0.28541;G;M
2001-03-01 12:00:00;0.28129;G;M
2001-03-01 15:00:00;0.28127;G;M
2001-03-01 18:00:00;0.28269;G;M
2001-03-01 21:00:00;0.28118;G;M
2001-03-02 00:00:00;0.28028;M;M
2001-03-02 03:00:00;0.28191;G;M
2001-03-02 06:00:00;0.28228;G;M
2001-03-02 09:00:00;0.28209;G;M
2001-03-02 12:00:00;0.28238;G;M
2001-03-02 15:00:00;0.27891;G;M
2001-03-02 18:00:00;0.27888;G;M
2001-03-02 21:00:00;0.28089;G;M
2001-03-03 00:00:00;0.28699;G;M
2001-03-03 03:00:00;0.28828;G;M
2001-03-03 06:00:00;0.28832;G;M
2001-03-03 09:00:00;0.28872;G;M
2001-03-03 12:00:00;0.28607;G;M
2001-03-03 15:00:00;0.28618;G;M
2001-03-03 18:00:00;0.28507;G;M
2001-03-03 21:00:00;0.28538;G;M
2001-03-04 00:00:00;0.28448;G;M
2001-03-04 03:00:00;0.28679;G;M
2001-03-04 06:00:00;0.28689;G;M
2001-03-04 09:00:00;0.28585;G;M
2001-03-04 12:00:00;0.28494;G;M
2001-03-04 15:00:00;0.28284;G;M
2001-03-04 18:00:00;0.28395;G;M
2001-03-04 21:00:00;0.28455;G;M
2001-03-05 00:00:00;0.28658;G;M
2001-03-05 03:00:00;0.28726;G;M
2001-03-05 06:00:00;0.28795;G;M
2001-03-05 09:00:00;0.28611;G;M
2001-03-05 12:00:00;0.28553;G;M
2001-03-05 15:00:00;0.28435;G;M
2001-03-05 18:00:00;0.2839;G;M
2001-03-05 21:00:00;0.28496;G;M
2001-03-06 00:00:00;0.28413;M;M
2001-03-06 03:00:00;0.28519;M;M
2001-03-06 06:00:00;0.28708;M;M
2001-03-06 09:00:00;0.28549;M;M
2001-03-06 12:00:00;0.28399;M;M
2001-03-06 15:00:00;0.28175;M;M
2001-03-06 18:00:00;0.28168;M;M
2001-03-06 21:00:00;0.283;M;M
2001-03-07 00:00:00;0.29001;G;M
2001-03-07 03:00:00;0.28984;G;M
2001-03-07 06:00:00;0.2916;G;M
2001-03-07 09:00:00;0.29132;G;M
2001-03-07 12:00:00;0.28946;G;M
2001-03-07 15:00:00;0.28858;G;M
2001-03-07 18:00:00;0.289;G;M
2001-03-07 21:00:00;0.28801;G;M
2001-03-08 00:00:00;0.28267;G;M
2001-03-08 03:00:00;0.28486;G;M
2001-03-08 06:00:00;0.28503;G;M
2001-03-08 09:00:00;0.28509;G;M
2001-03-08 12:00:00;0.28434;G;M
2001-03-08 15:00:00;0.2832;G;M
2001-03-08 18:00:00;0.28228;G;M
2001-03-08 21:00:00;0.28356;G;M
2001-03-09 00:00:00;0.28522;G;M
2001-03-09 03:00:00;0.28695;G;M
2001-03-09 06:00:00;0.28701;G;M
2001-03-09 09:00:00;0.28643;G;M
2001-03-09 12:00:00;0.28461;G;M
2001-03-09 15:00:00;0.28369;G;M
2001-03-09 18:00:00;0.28276;G;M
2001-03-09 21:00:00;0.28348;G;M
2001-03-10 00:00:00;0.29473;G;M
2001-03-10 03:00:00;0.29676;G;M
2001-03-10 06:00:00;0.2963;G;M
2001-03-10 09:00:00;0.29639;G;M
2001-03-10 12:00:00;0.29382;G;M
2001-03-10 15:00:00;0.29321;G;M
2001-03-10 18:00:00;0.29378;G;M
2001-03-10 21:00:00;0.29365;G;M
2001-03-11 00:00:00;0.29066;G;M
2001-03-11 03:00:00;0.29319;G;M
2001-03-11 06:00:00;0.29356;G;M
2001-03-11 09:00:00;0.29238;G;M
2001-03-11 12:00:00;0.2907;G;M
2001-03-11 15:00:00;0.29;G;M
2001-03-11 18:00:00;0.28939;G;M
2001-03-11 21:00:00;0.29116;G;M
2001-03-12 00:00:00;0.28607;G;M
2001-03-12 03:00:00;0.28739;G;M
2001-03-12 06:00:00;0.28822;G;M
2001-03-12 09:00:00;0.28542;G;M
2001-03-12 12:00:00;0.28548;G;M
2001-03-12 15:00:00;0.28463;G;M
2001-03-12 18:00:00;0.2834;G;M
2001-03-12 21:00:00;0.28396;G;M
2001-03-13 00:00:00;0.28359;G;M
2001-03-13 03:00:00;0.28554;G;M
2001-03-13 06:00:00;0.28591;G;M
2001-03-13 09:00:00;0.28629;G;M
2001-03-13 12:00:00;0.28443;G;M
2001-03-13 15:00:00;0.28303;G;M
2001-03-13 18:00:00;0.28234;G;M
2001-03-13 21:00:00;0.28233;G;M
2001-03-14 00:00:00;0.28421;G;M
2001-03-14 03:00:00;0.28598;G;M
2001-03-14 06:00:00;0.28626;G;M
2001-03-14 09:00:00;0.28466;G;M
2001-03-14 12:00:00;0.28307;G;M
2001-03-14 15:00:00;0.28335;G;M
2001-03-14 18:00:00;0.28246;G;M
2001-03-14 21:00:00;0.28306;G;M
2001-03-15 00:00:00;0.28268;G;M
2001-03-15 03:00:00;0.28507;G;M
2001-03-15 06:00:00;0.28559;G;M
2001-03-15 09:00:00;0.28437;G;M
2001-03-15 12:00:00;0.28368;G;M
2001-03-15 15:00:00;0.28137;G;M
2001-03-15 18:00:00;0.28142;G;M
2001-03-15 21:00:00;0.28061;G;M
2001-03-16 00:00:00;0.2755;G;M
2001-03-16 03:00:00;0.27869;G;M
2001-03-16 06:00:00;0.27799;G;M
2001-03-16 09:00:00;0.27818;G;M
2001-03-16 12:00:00;0.27611;G;M
2001-03-16 15:00:00;0.2746;G;M
2001-03-16 18:00:00;0.27406;G;M
2001-03-16 21:00:00;0.27416;G;M
2001-03-17 00:00:00;0.28247;M;M
2001-03-17 03:00:00;0.28272;G;M
2001-03-17 06:00:00;0.28379;G;M
2001-03-17 09:00:00;0.28552;G;M
2001-03-17 12:00:00;0.28231;G;M
2001-03-17 15:00:00;0.28036;G;M
2001-03-17 18:00:00;0.28091;G;M
2001-03-17 21:00:00;0.28099;G;M
2001-03-18 00:00:00;0.27825;G;M
2001-03-18 03:00:00;0.27892;G;M
2001-03-18 06:00:00;0.28012;G;M
2001-03-18 09:00:00;0.27939;G;M
2001-03-18 12:00:00;0.27847;G;M
2001-03-18 15:00:00;0.27743;G;M
2001-03-18 18:00:00;0.27683;G;M
2001-03-18 21:00:00;0.2765;G;M
2001-03-19 00:00:00;0.27422;G;M
2001-03-19 03:00:00;0.27542;G;M
2001-03-19 06:00:00;0.27463;G;M
2001-03-19 09:00:00;0.27536;G;M
2001-03-19 12:00:00;0.27379;G;M
2001-03-19 15:00:00;0.27284;G;M
2001-03-19 18:00:00;0.27128;G;M
2001-03-19 21:00:00;0.27235;G;M
2001-03-20 00:00:00;0.29731;G;M
2001-03-20 03:00:00;0.29789;G;M
2001-03-20 06:00:00;0.29964;G;M
2001-03-20 09:00:00;0.29854;G;M
2001-03-20 12:00:00;0.29775;G;M
2001-03-20 15:00:00;0.2955;G;M
2001-03-20 18:00:00;0.29469;G;M
2001-03-20 21:00:00;0.29539;G;M
2001-03-21 00:00:00;0.33238;G;M
2001-03-21 03:00:00;0.33464;G;M
2001-03-21 06:00:00;0.33599;G;M
