date;soilm;flag;ori_flag
2001-01-06 15:00:00;0.28082;G;M
2001-01-06 18:00:00;0.27859;G;M
2001-01-06 21:00:00;0.2808;G;M
2001-01-07 00:00:00;0.28358;G;M
2001-01-07 03:00:00;0.28569;G;M
2001-01-07 06:00:00;0.28542;G;M
2001-01-07 09:00:00;0.28512;G;M
2001-01-07 12:00:00;0.28284;G;M
2001-01-07 15:00:00;0.28236;G;M
2001-01-07 18:00:00;0.28225;G;M
2001-01-07 21:00:00;0.28295;G;M
2001-01-08 00:00:00;0.28669;G;M
2001-01-08 03:00:00;0.28899;G;M
2001-01-08 06:00:00;0.2893;G;M
2001-01-08 09:00:00;0.28743;G;M
2001-01-08 12:00:00;0.28488;G;M
2001-01-08 15:00:00;0.28457;G;M
2001-01-08 18:00:00;0.28486;G;M
2001-01-08 21:00:00;0.28545;G;M
2001-01-09 00:00:00;0.28203;M;M
2001-01-09 03:00:00;0.28322;M;M
2001-01-09 06:00:00;0.28449;M;M
2001-01-09 09:00:00;0.2831;M;M
2001-01-09 12:00:00;0.28075;M;M
2001-01-09 15:00:00;0.28075;M;M
2001-01-09 18:00:00;0.28115;M;M
2001-01-09 21:00:00;0.28037;M;M
2001-01-10 00:00:00;0.27779;G;M
2001-01-10 03:00:00;0.27901;G;M
2001-01-10 06:00:00;0.27913;G;M
2001-01-10 09:00:00;0.2789;G;M
2001-01-10 12:00:00;0.2767;G;M
2001-01-10 15:00:00;0.27611;G;M
2001-01-10 18:00:00;0.27659;G;M
2001-01-10 21:00:00;0.27601;G;M
2001-01-11 00:00:00;0.28322;G;M
2001-01-11 03:00:00;0.28629;G;M
2001-01-11 06:00:00;0.28484;G;M
2001-01-11 09:00:00;0.28642;G;M
2001-01-11 12:00:00;0.28406;G;M
2001-01-11 15:00:00;0.28315;G;M
2001-01-11 18:00:00;0.28244;G;M
2001-01-11 21:00:00;0.28273;G;M
2001-01-12 00:00:00;0.28525;G;M
2001-01-12 03:00:00;0.28572;G;M
2001-01-12 06:00:00;0.28573;G;M
2001-01-12 09:00:00;0.2858;G;M
2001-01-12 12:00:00;0.28328;G;M
2001-01-12 15:00:00;0.28312;G;M
2001-01-12 18:00:00;0.28146;G;M
2001-01-12 21:00:00;0.28324;G;M
2001-01-13 00:00:00;0.28324;G;M
2001-01-13 03:00:00;0.28445;G;M
2001-01-13 06:00:00;0.28443;G;M
2001-01-13 09:00:00;0.28211;G;M
2001-01-13 12:00:00;0.2824;G;M
2001-01-13 15:00:00;0.28235;G;M
2001-01-13 18:00:00;0.2805;G;M
2001-01-13 21:00:00;0.28184;G;M
2001-01-14 00:00:00;0.28194;G;M
2001-01-14 03:00:00;0.28478;G;M
2001-01-14 06:00:00;0.28273;G;M
2001-01-14 09:00:00;0.28331;G;M
2001-01-14 12:00:00;0.28214;G;M
2001-01-14 15:00:00;0.28149;G;M
2001-01-14 18:00:00;0.28062;G;M
2001-01-14 21:00:00;0.28124;G;M
2001-01-15 00:00:00;0.28361;G;M
2001-01-15 03:00:00;0.28788;G;M
2001-01-15 06:00:00;0.28715;G;M
2001-01-15 09:00:00;0.28604;G;M
2001-01-15 12:00:00;0.28618;G;M
2001-01-15 15:00:00;0.28316;G;M
2001-01-15 18:00:00;0.28366;G;M
2001-01-15 21:00:00;0.28464;G;M
2001-01-16 00:00:00;0.28433;M;M
2001-01-16 03:00:00;0.28523;G;M
2001-01-16 06:00:00;0.28553;G;M
2001-01-16 09:00:00;0.28436;G;M
2001-01-16 12:00:00;0.28403;G;M
2001-01-16 15:00:00;0.28162;G;M
2001-01-16 18:00:00;0.28273;G;M
2001-01-16 21:00:00;0.28312;G;M
2001-01-17 00:00:00;0.28479;M;M
2001-01-17 03:00:00;0.28471;M;M
2001-01-17 06:00:00;0.28703;M;M
2001-01-17 09:00:00;0.2865;M;M
2001-01-17 12:00:00;0.28402;M;M
2001-01-17 15:00:00;0.28322;M;M
2001-01-17 18:00:00;0.28309;M;M
2001-01-17 21:00:00;0.284;M;M
2001-01-18 00:00:00;0.28144;G;M
2001-01-18 03:00:00;0.28239;G;M
2001-01-18 06:00:00;0.28314;G;M
2001-01-18 09:00:00;0.28229;G;M
2001-01-18 12:00:00;0.28293;G;M
2001-01-18 15:00:00;0.2817;G;M
2001-01-18 18:00:00;0.27847;G;M
2001-01-18 21:00:00;0.28014;G;M
2001-01-19 00:00:00;0.284;G;M
2001-01-19 03:00:00;0.28516;G;M
2001-01-19 06:00:00;0.28608;G;M
2001-01-19 09:00:00;0.28506;G;M
2001-01-19 12:00:00;0.28323;G;M
2001-01-19 15:00:00;0.28185;G;M
2001-01-19 18:00:00;0.28208;G;M
2001-01-19 21:00:00;0.28195;G;M
2001-01-20 00:00:00;0.2855;G;M
2001-01-20 03:00:00;0.28803;G;M
2001-01-20 06:00:00;0.28721;G;M
2001-01-20 09:00:00;0.2885;G;M
2001-01-20 12:00:00;0.28689;G;M
2001-01-20 15:00:00;0.28528;G;M
2001-01-20 18:00:00;0.28504;G;M
2001-01-20 21:00:00;0.28417;G;M
2001-01-21 00:00:00;0.28993;G;M
2001-01-21 03:00:00;0.29114;G;M
2001-01-21 06:00:00;0.29215;G;M
2001-01-21 09:00:00;0.29141;G;M
2001-01-21 12:00:00;0.29041;G;M
2001-01-21 15:00:00;0.28917;G;M
2001-01-21 18:00:00;0.28751;G;M
2001-01-21 21:00:00;0.28815;G;M
2001-01-22 00:00:00;0.2825;G;M
2001-01-22 03:00:00;0.28239;G;M
2001-01-22 06:00:00;0.28339;G;M
2001-01-22 09:00:00;0.28354;G;M
2001-01-22 12:00:00;0.28148;G;M
2001-01-22 15:00:00;0.28195;G;M
2001-01-22 18:00:00;0.27927;G;M
2001-01-22 21:00:00;0.28001;G;M
2001-01-23 00:00:00;0.27911;G;M
2001-01-23 03:00:00;0.28239;G;M
2001-01-23 06:00:00;0.28205;G;M
2001-01-23 09:00:00;0.28223;G;M
2001-01-23 12:00:00;0.28089;G;M
2001-01-23 15:00:00;0.28096;G;M
2001-01-23 18:00:00;0.27911;G;M
2001-01-23 21:00:00;0.27897;G;M
2001-01-24 00:00:00;0.28459;G;M
2001-01-24 03:00:00;0.28674;G;M
2001-01-24 06:00:00;0.28538;G;M
2001-01-24 09:00:00;0.28583;G;M
2001-01-24 12:00:00;0.28384;G;M
2001-01-24 15:00:00;0.28296;G;M
2001-01-24 18:00:00;0.28395;G;M
2001-01-24 21:00:00;0.283;G;M
2001-01-25 00:00:00;0.28161;M;M
2001-01-25 03:00:00;0.28379;M;M
2001-01-25 06:00:00;0.28265;M;M
2001-01-25 09:00:00;0.28328;M;M
2001-01-25 12:00:00;0.28109;M;M
2001-01-25 15:00:00;0.2808;M;M
2001-01-25 18:00:00;0.27981;M;M
2001-01-25 21:00:00;0.28136;M;M
2001-01-26 00:00:00;0.28307;G;M
2001-01-26 03:00:00;0.28473;G;M
2001-01-26 06:00:00;0.28594;G;M
2001-01-26 09:00:00;0.28435;G;M
2001-01-26 12:00:00;0.28407;G;M
2001-01-26 15:00:00;0.28236;G;M
2001-01-26 18:00:00;0.28198;G;M
2001-01-26 21:00:00;0.28136;G;M
2001-01-27 00:00:00;0.28464;G;M
2001-01-27 03:00:00;0.28587;G;M
2001-01-27 06:00:00;0.28681;G;M
2001-01-27 09:00:00;0.28655;G;M
2001-01-27 12:00:00;0.2852;G;M
2001-01-27 15:00:00;0.28366;G;M
2001-01-27 18:00:00;0.28232;G;M
2001-01-27 21:00:00;0.28289;G;M
2001-01-28 00:00:00;0.28554;G;M
2001-01-28 03:00:00;0.28566;G;M
2001-01-28 06:00:00;0.28675;G;M
2001-01-28 09:00:00;0.28639;G;M
2001-01-28 12:00:00;0.28551;G;M
2001-01-28 15:00:00;0.28432;G;M
2001-01-28 18:00:00;0.28258;G;M
2001-01-28 21:00:00;0.28438;G;M
2001-01-29 00:00:00;0.28422;G;M
2001-01-29 03:00:00;0.28638;G;M
2001-01-29 06:00:00;0.28799;G;M
2001-01-29 09:00:00;0.28661;G;M
2001-01-29 12:00:00;0.28585;G;M
2001-01-29 15:00:00;0.28602;G;M
2001-01-29 18:00:00;0.2836;G;M
2001-01-29 21:00:00;0.28415;G;M
2001-01-30 00:00:00;0.28278;G;M
2001-01-30 03:00:00;0.28575;G;M
2001-01-30 06:00:00;0.28704;G;M
2001-01-30 09:00:00;0.28566;G;M
2001-01-30 12:00:00;0.2843;G;M
2001-01-30 15:00:00;0.28504;G;M
2001-01-30 18:00:00;0.28256;G;M
2001-01-30 21:00:00;0.28308;G;M
2001-01-31 00:00:00;0.28063;M;M
2001-01-31 03:00:00;0.28112;G;M
2001-01-31 06:00:00;0.28288;G;M
2001-01-31 09:00:00;0.28273;G;M
2001-01-31 12:00:00;0.28132;G;M
2001-01-31 15:00:00;0.27987;G;M
2001-01-31 18:00:00;0.27824;G;M
2001-01-31 21:00:00;0.27895;G;M
2001-02-01 00:00:00;0.28359;G;M
2001-02-01 03:00:00;0.28202;G;M
2001-02-01 06:00:00;0.28244;G;M
2001-02-01 09:00:00;0.28286;G;M
2001-02-01 12:00:00;0.28056;G;M
2001-02-01 15:00:00;0.27948;G;M
2001-02-01 18:00:00;0.27878;G;M
2001-02-01 21:00:00;0.27951;G;M
2001-02-02 00:00:00;0.2809;M;M
2001-02-02 03:00:00;0.28283;M;M
2001-02-02 06:00:00;0.28294;M;M
2001-02-02 09:00:00;0.28286;M;M
2001-02-02 12:00:00;0.28077;M;M
2001-02-02 15:00:00;0.2779;M;M
2001-02-02 18:00:00;0.2787;M;M
2001-02-02 21:00:00;0.27856;M;M
2001-02-03 00:00:00;0.28397;G;M
2001-02-03 03:00:00;0.28545;G;M
2001-02-03 06:00:00;0.28518;G;M
2001-02-03 09:00:00;0.28497;G;M
2001-02-03 12:00:00;0.28423;G;M
2001-02-03 15:00:00;0.28336;G;M
2001-02-03 18:00:00;0.28148;G;M
2001-02-03 21:00:00;0.28318;G;M
2001-02-04 00:00:00;0.28082;G;M
2001-02-04 03:00:00;0.28305;G;M
2001-02-04 06:00:00;0.2811;G;M
2001-02-04 09:00:00;0.28214;G;M
2001-02-04 12:00:00;0.28142;G;M
2001-02-04 15:00:00;0.27901;G;M
2001-02-04 18:00:00;0.27759;G;M
2001-02-04 21:00:00;0.27904;G;M
2001-02-05 00:00:00;0.2811;G;M
2001-02-05 03:00:00;0.28287;G;M
2001-02-05 06:00:00;0.28352;G;M
2001-02-05 09:00:00;0.28255;G;M
2001-02-05 12:00:00;0.28022;G;M
2001-02-05 15:00:00;0.27924;G;M
2001-02-05 18:00:00;0.27984;G;M
2001-02-05 21:00:00;0.28066;G;M
2001-02-06 00:00:00;0.28358;G;M
2001-02-06 03:00:00;0.28613;G;M
2001-02-06 06:00:00;0.28487;G;M
2001-02-06 09:00:00;0.28476;G;M
2001-02-06 12:00:00;0.28364;G;M
2001-02-06 15:00:00;0.28208;G;M
2001-02-06 18:00:00;0.28077;G;M
2001-02-06 21:00:00;0.28128;G;M
2001-02-07 00:00:00;0.28907;G;M
2001-02-07 03:00:00;0.29061;G;M
2001-02-07 06:00:00;0.29211;G;M
2001-02-07 09:00:00;0.29036;G;M
2001-02-07 12:00:00;0.28711;G;M
2001-02-07 15:00:00;0.28678;G;M
2001-02-07 18:00:00;0.28608;G;M
2001-02-07 21:00:00;0.28711;G;M
2001-02-08 00:00:00;0.28243;G;M
2001-02-08 03:00:00;0.28358;G;M
2001-02-08 06:00:00;0.28411;G;M
2001-02-08 09:00:00;0.28237;G;M
2001-02-08 12:00:00;0.28184;G;M
2001-02-08 15:00:00;0.2808;G;M
2001-02-08 18:00:00;0.28176;G;M
2001-02-08 21:00:00;0.28176;G;M
2001-02-09 00:00:00;0.28254;G;M
2001-02-09 03:00:00;0.28456;G;M
2001-02-09 06:00:00;0.28456;G;M
2001-02-09 09:00:00;0.28374;G;M
2001-02-09 12:00:00;0.28243;G;M
2001-02-09 15:00:00;0.28016;G;M
2001-02-09 18:00:00;0.28197;G;M
2001-02-09 21:00:00;0.28149;G;M
2001-02-10 00:00:00;0.2798;M;M
2001-02-10 03:00:00;0.28159;M;M
2001-02-10 06:00:00;0.28202;M;M
2001-02-10 09:00:00;0.28178;M;M
2001-02-10 12:00:00;0.28029;M;M
2001-02-10 15:00:00;0.2805;M;M
2001-02-10 18:00:00;0.27764;M;M
2001-02-10 21:00:00;0.28009;M;M
2001-02-11 00:00:00;0.28061;G;M
2001-02-11 03:00:00;0.28266;G;M
2001-02-11 06:00:00;0.28214;G;M
2001-02-11 09:00:00;0.28129;G;M
2001-02-11 12:00:00;0.28084;G;M
2001-02-11 15:00:00;0.28093;G;M
2001-02-11 18:00:00;0.27805;G;M
2001-02-11 21:00:00;0.27995;G;M
2001-02-12 00:00:00;0.28749;G;M
2001-02-12 03:00:00;0.2881;G;M
2001-02-12 06:00:00;0.28821;G;M
2001-02-12 09:00:00;0.28919;G;M
2001-02-12 12:00:00;0.28653;G;M
2001-02-12 15:00:00;0.28579;G;M
2001-02-12 18:00:00;0.28486;G;M
2001-02-12 21:00:00;0.28561;G;M
2001-02-13 00:00:00;0.28028;G;M
2001-02-13 03:00:00;0.28138;G;M
2001-02-13 06:00:00;0.28331;G;M
2001-02-13 09:00:00;0.28194;G;M
2001-02-13 12:00:00;0.28104;G;M
2001-02-13 15:00:00;0.27856;G;M
2001-02-13 18:00:00;0.2795;G;M
2001-02-13 21:00:00;0.2803;G;M
2001-02-14 00:00:00;0.28187;G;M
2001-02-14 03:00:00;0.2819;G;M
2001-02-14 06:00:00;0.28409;G;M
2001-02-14 09:00:00;0.28187;G;M
2001-02-14 12:00:00;0.28215;G;M
2001-02-14 15:00:00;0.28106;G;M
2001-02-14 18:00:00;0.27904;G;M
2001-02-14 21:00:00;0.27998;G;M
2001-02-15 00:00:00;0.28068;M;M
2001-02-15 03:00:00;0.28231;G;M
2001-02-15 06:00:00;0.28245;G;M
2001-02-15 09:00:00;0.28173;G;M
2001-02-15 12:00:00;0.28042;G;M
2001-02-15 15:00:00;0.28085;G;M
2001-02-15 18:00:00;0.27998;G;M
2001-02-15 21:00:00;0.28115;G;M
2001-02-16 00:00:00;0.27965;G;M
2001-02-16 03:00:00;0.28212;G;M
2001-02-16 06:00:00;0.28079;G;M
2001-02-16 09:00:00;0.28109;G;M
2001-02-16 12:00:00;0.27969;G;M
2001-02-16 15:00:00;0.27779;G;M
2001-02-16 18:00:00;0.27744;G;M
2001-02-16 21:00:00;0.27768;G;M
2001-02-17 00:00:00;0.27744;G;M
2001-02-17 03:00:00;0.27817;G;M
2001-02-17 06:00:00;0.2795;G;M
2001-02-17 09:00:00;0.27891;G;M
2001-02-17 12:00:00;0.27728;G;M
2001-02-17 15:00:00;0.27563;G;M
2001-02-17 18:00:00;0.27538;G;M
2001-02-17 21:00:00;0.2767;G;M
2001-02-18 00:00:00;0.27968;M;M
2001-02-18 03:00:00;0.28055;M;M
2001-02-18 06:00:00;0.28115;M;M
2001-02-18 09:00:00;0.28208;M;M
2001-02-18 12:00:00;0.27928;M;M
2001-02-18 15:00:00;0.27811;M;M
2001-02-18 18:00:00;0.27822;M;M
2001-02-18 21:00:00;0.27797;M;M
2001-02-19 00:00:00;0.27645;G;M
2001-02-19 03:00:00;0.27814;G;M
2001-02-19 06:00:00;0.27895;G;M
2001-02-19 09:00:00;0.27866;G;M
2001-02-19 12:00:00;0.27726;G;M
2001-02-19 15:00:00;0.27548;G;M
2001-02-19 18:00:00;0.27569;G;M
2001-02-19 21:00:00;0.27663;G;M
2001-02-20 00:00:00;0.28815;G;M
2001-02-20 03:00:00;0.29181;G;M
2001-02-20 06:00:00;0.2901;G;M
2001-02-20 09:00:00;0.29143;G;M
2001-02-20 12:00:00;0.29003;G;M
2001-02-20 15:00:00;0.28865;G;M
2001-02-20 18:00:00;0.28793;G;M
2001-02-20 21:00:00;0.28699;G;M
2001-02-21 00:00:00;0.28432;G;M
2001-02-21 03:00:00;0.2865;G;M
2001-02-21 06:00:00;0.28594;G;M
2001-02-21 09:00:00;0.28659;G;M
2001-02-21 12:00:00;0.28403;G;M
2001-02-21 15:00:00;0.28265;G;M
2001-02-21 18:00:00;0.28305;G;M
2001-02-21 21:00:00;0.28316;G;M
2001-02-22 00:00:00;0.28429;G;M
2001-02-22 03:00:00;0.2849;G;M
2001-02-22 06:00:00;0.28472;G;M
2001-02-22 09:00:00;0.28562;G;M
2001-02-22 12:00:00;0.28316;G;M
2001-02-22 15:00:00;0.28249;G;M
2001-02-22 18:00:00;0.28308;G;M
2001-02-22 21:00:00;0.2838;G;M
2001-02-23 00:00:00;0.29085;G;M
2001-02-23 03:00:00;0.29226;G;M
2001-02-23 06:00:00;0.29304;G;M
2001-02-23 09:00:00;0.29312;G;M
2001-02-23 12:00:00;0.29217;G;M
2001-02-23 15:00:00;0.28975;G;M
2001-02-23 18:00:00;0.28903;G;M
2001-02-23 21:00:00;0.2894;G;M
2001-02-24 00:00:00;0.2881;G;M
2001-02-24 03:00:00;0.29035;G;M
2001-02-24 06:00:00;0.28901;G;M
2001-02-24 09:00:00;0.28865;G;M
2001-02-24 12:00:00;0.28688;G;M
2001-02-24 15:00:00;0.28706;G;M
2001-02-24 18:00:00;0.28716;G;M
2001-02-24 21:00:00;0.28691;G;M
2001-02-25 00:00:00;0.28216;G;M
2001-02-25 03:00:00;0.28416;G;M
2001-02-25 06:00:00;0.28479;G;M
2001-02-25 09:00:00;0.28471;G;M
2001-02-25 12:00:00;0.283;G;M
2001-02-25 15:00:00;0.28099;G;M
2001-02-25 18:00:00;0.2813;G;M
2001-02-25 21:00:00;0.28274;G;M
2001-02-26 00:00:00;0.28548;M;M
2001-02-26 03:00:00;0.28748;M;M
2001-02-26 06:00:00;0.28792;M;M
2001-02-26 09:00:00;0.28732;M;M
2001-02-26 12:00:00;0.28429;M;M
2001-02-26 15:00:00;0.28546;M;M
2001-02-26 18:00:00;0.28363;M;M
2001-02-26 21:00:00;0.28462;M;M
2001-02-27 00:00:00;0.2846;G;M
2001-02-27 03:00:00;0.28653;G;M
2001-02-27 06:00:00;0.28667;G;M
2001-02-27 09:00:00;0.28714;G;M
2001-02-27 12:00:00;0.28643;G;M
2001-02-27 15:00:00;0.28482;G;M
2001-02-27 18:00:00;0.28436;G;M
2001-02-27 21:00:00;0.28497;G;M
2001-02-28 00:00:00;0.2805;G;M
2001-02-28 03:00:00;0.28135;G;M
2001-02-28 06:00:00;0.28213;G;M
2001-02-28 09:00:00;0.28056;G;M
2001-02-28 12:00:00;0.28032;G;M
2001-02-28 15:00:00;0.27816;G;M
2001-02-28 18:00:00;0.27812;G;M
2001-02-28 21:00:00;0.27697;G;M
2001-03-01 00:00:00;0.27974;G;M
2001-03-01 03:00:00;0.28176;G;M
2001-03-01 06:00:00;0.28174;G;M
2001-03-01 09:00:00;0.28055;G;M
2001-03-01 12:00:00;0.28064;G;M
2001-03-01 15:00:00;0.27784;G;M
2001-03-01 18:00:00;0.2781;G;M
2001-03-01 21:00:00;0.2787;G;M
2001-03-02 00:00:00;0.28364;M;M
2001-03-02 03:00:00;0.28592;G;M
2001-03-02 06:00:00;0.28502;G;M
2001-03-02 09:00:00;0.28613;G;M
2001-03-02 12:00:00;0.2848;G;M
2001-03-02 15:00:00;0.28289;G;M
2001-03-02 18:00:00;0.28246;G;M
2001-03-02 21:00:00;0.28216;G;M
2001-03-03 00:00:00;0.28484;G;M
2001-03-03 03:00:00;0.28703;G;M
2001-03-03 06:00:00;0.28741;G;M
2001-03-03 09:00:00;0.28748;G;M
2001-03-03 12:00:00;0.28519;G;M
2001-03-03 15:00:00;0.28457;G;M
2001-03-03 18:00:00;0.28272;G;M
2001-03-03 21:00:00;0.2846;G;M
2001-03-04 00:00:00;0.28395;G;M
2001-03-04 03:00:00;0.28533;G;M
2001-03-04 06:00:00;0.2847;G;M
2001-03-04 09:00:00;0.28394;G;M
2001-03-04 12:00:00;0.28324;G;M
2001-03-04 15:00:00;0.28224;G;M
2001-03-04 18:00:00;0.28243;G;M
2001-03-04 21:00:00;0.28284;G;M
2001-03-05 00:00:00;0.28325;G;M
2001-03-05 03:00:00;0.28261;G;M
2001-03-05 06:00:00;0.28638;G;M
2001-03-05 09:00:00;0.28552;G;M
2001-03-05 12:00:00;0.28355;G;M
2001-03-05 15:00:00;0.28245;G;M
2001-03-05 18:00:00;0.28149;G;M
2001-03-05 21:00:00;0.28202;G;M
2001-03-06 00:00:00;0.28461;G;M
2001-03-06 03:00:00;0.28549;G;M
2001-03-06 06:00:00;0.28772;G;M
2001-03-06 09:00:00;0.28498;G;M
2001-03-06 12:00:00;0.28481;G;M
2001-03-06 15:00:00;0.28193;G;M
2001-03-06 18:00:00;0.28316;G;M
2001-03-06 21:00:00;0.28368;G;M
2001-03-07 00:00:00;0.28902;G;M
2001-03-07 03:00:00;0.29237;G;M
2001-03-07 06:00:00;0.29186;G;M
2001-03-07 09:00:00;0.29226;G;M
2001-03-07 12:00:00;0.29045;G;M
2001-03-07 15:00:00;0.28789;G;M
2001-03-07 18:00:00;0.28759;G;M
2001-03-07 21:00:00;0.28955;G;M
2001-03-08 00:00:00;0.2877;G;M
2001-03-08 03:00:00;0.29164;G;M
2001-03-08 06:00:00;0.29142;G;M
2001-03-08 09:00:00;0.29017;G;M
2001-03-08 12:00:00;0.28863;G;M
2001-03-08 15:00:00;0.28854;G;M
2001-03-08 18:00:00;0.28581;G;M
2001-03-08 21:00:00;0.2882;G;M
2001-03-09 00:00:00;0.27863;G;M
2001-03-09 03:00:00;0.2819;G;M
2001-03-09 06:00:00;0.28231;G;M
2001-03-09 09:00:00;0.28117;G;M
2001-03-09 12:00:00;0.27957;G;M
2001-03-09 15:00:00;0.27841;G;M
2001-03-09 18:00:00;0.27856;G;M
2001-03-09 21:00:00;0.27898;G;M
2001-03-10 00:00:00;0.29171;G;M
2001-03-10 03:00:00;0.29348;G;M
2001-03-10 06:00:00;0.29406;G;M
2001-03-10 09:00:00;0.29429;G;M
2001-03-10 12:00:00;0.29154;G;M
2001-03-10 15:00:00;0.2909;G;M
2001-03-10 18:00:00;0.28918;G;M
2001-03-10 21:00:00;0.29138;G;M
2001-03-11 00:00:00;0.28728;G;M
2001-03-11 03:00:00;0.2893;G;M
2001-03-11 06:00:00;0.29035;G;M
2001-03-11 09:00:00;0.2894;G;M
2001-03-11 12:00:00;0.28753;G;M
2001-03-11 15:00:00;0.28622;G;M
2001-03-11 18:00:00;0.28696;G;M
2001-03-11 21:00:00;0.28749;G;M
2001-03-12 00:00:00;0.27961;G;M
2001-03-12 03:00:00;0.2829;G;M
2001-03-12 06:00:00;0.28158;G;M
2001-03-12 09:00:00;0.28141;G;M
2001-03-12 12:00:00;0.28057;G;M
2001-03-12 15:00:00;0.27922;G;M
2001-03-12 18:00:00;0.27856;G;M
2001-03-12 21:00:00;0.27828;G;M
2001-03-13 00:00:00;0.28079;G;M
2001-03-13 03:00:00;0.28096;G;M
2001-03-13 06:00:00;0.28162;G;M
2001-03-13 09:00:00;0.28078;G;M
2001-03-13 12:00:00;0.27998;G;M
2001-03-13 15:00:00;0.27905;G;M
2001-03-13 18:00:00;0.27861;G;M
2001-03-13 21:00:00;0.27878;G;M
2001-03-14 00:00:00;0.28029;M;M
2001-03-14 03:00:00;0.28145;M;M
2001-03-14 06:00:00;0.28182;M;M
2001-03-14 09:00:00;0.28104;M;M
2001-03-14 12:00:00;0.27817;M;M
2001-03-14 15:00:00;0.27907;M;M
2001-03-14 18:00:00;0.27738;M;M
2001-03-14 21:00:00;0.27825;M;M
2001-03-15 00:00:00;0.2816;G;M
2001-03-15 03:00:00;0.28307;G;M
2001-03-15 06:00:00;0.28321;G;M
2001-03-15 09:00:00;0.28305;G;M
2001-03-15 12:00:00;0.28139;G;M
2001-03-15 15:00:00;0.27937;G;M
2001-03-15 18:00:00;0.27932;G;M
2001-03-15 21:00:00;0.27956;G;M
2001-03-16 00:00:00;0.27215;G;M
2001-03-16 03:00:00;0.27464;G;M
2001-03-16 06:00:00;0.27558;G;M
2001-03-16 09:00:00;0.27462;G;M
2001-03-16 12:00:00;0.27256;G;M
2001-03-16 15:00:00;0.27183;G;M
2001-03-16 18:00:00;0.27193;G;M
2001-03-16 21:00:00;0.27106;G;M
2001-03-17 00:00:00;0.2763;M;M
2001-03-17 03:00:00;0.27789;G;M
2001-03-17 06:00:00;0.27775;G;M
2001-03-17 09:00:00;0.27787;G;M
2001-03-17 12:00:00;0.27562;G;M
2001-03-17 15:00:00;0.27493;G;M
2001-03-17 18:00:00;0.27569;G;M
2001-03-17 21:00:00;0.27784;G;M
2001-03-18 00:00:00;0.27558;G;M
2001-03-18 03:00:00;0.27778;G;M
2001-03-18 06:00:00;0.27687;G;M
2001-03-18 09:00:00;0.27694;G;M
2001-03-18 12:00:00;0.2758;G;M
2001-03-18 15:00:00;0.27426;G;M
2001-03-18 18:00:00;0.27447;G;M
2001-03-18 21:00:00;0.27507;G;M
2001-03-19 00:00:00;0.27609;G;M
2001-03-19 03:00:00;0.27674;G;M
2001-03-19 06:00:00;0.27758;G;M
2001-03-19 09:00:00;0.2773;G;M
2001-03-19 12:00:00;0.27569;G;M
2001-03-19 15:00:00;0.27488;G;M
2001-03-19 18:00:00;0.27429;G;M
2001-03-19 21:00:00;0.275;G;M
2001-03-20 00:00:00;0.29862;G;M
2001-03-20 03:00:00;0.3005;G;M
2001-03-20 06:00:00;0.3017;G;M
2001-03-20 09:00:00;0.29965;G;M
2001-03-20 12:00:00;0.29938;G;M
2001-03-20 15:00:00;0.297;G;M
2001-03-20 18:00:00;0.29701;G;M
2001-03-20 21:00:00;0.29621;G;M
2001-03-21 00:00:00;0.33252;G;M
2001-03-21 03:00:00;0.33274;G;M
2001-03-21 06:00:00;0.33308;G;M
